Epoch,CNN_Train_Acc,CNN_Val_Acc,CNN_Train_Loss,CNN_Val_Loss,CNN_Time,ANN_Train_Acc,ANN_Val_Acc,ANN_Train_Loss,ANN_Val_Loss,ANN_Time
1,67.77916666666667,82.25833333333334,0.8537171039978663,0.4809620454311371,8.549201011657715,79.73958333333333,85.075,0.5772583141326905,0.4138925088246663,7.39869236946106
2,80.14375,84.28333333333333,0.5473344047665596,0.4136588869094849,8.536520004272461,84.29791666666667,86.34166666666667,0.44603844958543776,0.3683132761319478,7.411195755004883
3,82.87916666666666,86.28333333333333,0.4763216497898102,0.35915379611651105,8.693037271499634,85.50208333333333,86.90833333333333,0.40782194340229033,0.3541071989536285,6.8723602294921875
4,84.18541666666667,87.55,0.43843048040072125,0.33248296173413594,8.647871017456055,86.24791666666667,88.09166666666667,0.38201636385917664,0.33284114408493043,6.830106258392334
5,84.88541666666667,88.46666666666667,0.41495890790224077,0.3088077403505643,8.72786831855774,86.87916666666666,88.11666666666666,0.36402968102693556,0.32537836186091107,6.867625951766968
6,85.72291666666666,89.00833333333334,0.39543809968233107,0.3002212780515353,8.502983570098877,87.15208333333334,88.025,0.35667556780576704,0.3235118035475413,6.828837633132935
7,86.01875,88.95,0.38321730828285216,0.28979903676112495,8.750566244125366,87.54791666666667,87.51666666666667,0.34242008402943613,0.3315301050345103,6.8492271900177
8,86.40625,89.45,0.374877152522405,0.2839458537300428,8.551454305648804,87.93333333333334,88.575,0.33558285727103554,0.30688569033145907,6.993823528289795
9,86.89791666666666,89.375,0.36329693178335826,0.2825687067906062,8.874688148498535,88.18958333333333,87.9,0.32548898766438167,0.3192807072798411,6.96151876449585
10,86.95625,89.10833333333333,0.3604320489267508,0.2945388761758804,8.290215969085693,88.31875,88.55,0.3252823701004187,0.3173643469015757,6.931306838989258
11,87.31875,89.95833333333333,0.35202146134773893,0.2754606804450353,8.250405550003052,88.40625,88.575,0.3177776567339897,0.30402546884616216,6.969117641448975
12,87.27708333333334,89.61666666666666,0.35025308845440545,0.2752540745337804,8.598953247070312,88.61666666666666,88.85833333333333,0.310806352943182,0.3119148537715276,7.082067489624023
13,87.49166666666666,89.98333333333333,0.3420123720963796,0.2735025805234909,8.509625673294067,88.83958333333334,88.525,0.3096723373432954,0.31486104492346445,6.987686634063721
14,87.50416666666666,90.24166666666666,0.3423844590187073,0.26877785646915436,8.525778770446777,89.00833333333334,88.78333333333333,0.30396922886371613,0.3139725757241249,7.015753984451294
15,87.78958333333334,90.80833333333334,0.3366028819779555,0.2560400396386782,8.846915006637573,90.38958333333333,89.26666666666667,0.2621156945923964,0.3003690282901128,6.8524510860443115
16,87.8625,90.31666666666666,0.3336153368751208,0.26454787678519887,8.876878261566162,90.72083333333333,89.75,0.2545145919819673,0.2890776930451393,6.965114593505859
17,88.2375,90.79166666666667,0.32843076742688815,0.255603826969862,8.504956245422363,90.7,89.46666666666667,0.2510127816647291,0.2904762759506702,6.980906009674072
18,88.34583333333333,90.35833333333333,0.32437622591853144,0.2671009337306023,8.485552787780762,91.16458333333334,89.425,0.24340048318107924,0.29103719154993696,6.895572662353516
19,88.53333333333333,90.9,0.31950074348847074,0.24838166646162668,8.19114899635315,91.00416666666666,89.54166666666667,0.2445649467855692,0.2966431258916855,6.869617938995361
20,88.43333333333334,91.00833333333334,0.3209305662413438,0.2498030815323194,8.406317710876465,92.07291666666667,90.08333333333333,0.2166742118895054,0.2819516236285369,7.00382924079895
21,88.4125,90.76666666666667,0.31756402413050333,0.25571521976590156,8.412236213684082,92.21458333333334,90.175,0.2100637705673774,0.2801805117925008,7.178351879119873
22,88.35208333333334,90.98333333333333,0.3183803726037343,0.24832453064123788,8.607173204421997,92.40625,89.91666666666667,0.202566839898626,0.2870997363328934,6.985375881195068
23,88.5,91.25,0.31613914024829864,0.24168335221211115,8.924377679824829,92.64583333333333,89.85833333333333,0.2009259052524964,0.29291225789984066,6.952489614486694
24,88.64166666666667,90.64166666666667,0.31156737405061724,0.26472026255726816,8.735852718353271,92.67708333333333,89.88333333333334,0.19628358217080435,0.2878487828175227,6.892098903656006
25,88.79791666666667,91.08333333333333,0.30843909667929015,0.24882665437459944,8.84388017654419,93.3,90.125,0.1817220471004645,0.2857932932029168,6.978609085083008
26,88.72916666666667,91.04166666666667,0.31078065452973047,0.25268574968973795,8.245973587036133,93.52083333333333,90.16666666666667,0.17500531961520513,0.28618241706490516,7.025342702865601
27,89.58541666666666,90.64166666666667,0.28528481794397037,0.2504299381573995,8.761169672012329,93.68125,90.14166666666667,0.17249907845258713,0.2845002528230349,7.006297826766968
28,90.09583333333333,91.84166666666667,0.2745328731536865,0.22413539779186248,8.458385229110718,93.95208333333333,90.23333333333333,0.16459536753594875,0.28747099816799165,6.944844007492065
29,90.07916666666667,91.53333333333333,0.2709398400088151,0.23588730427622795,8.892683982849121,94.05833333333334,90.30833333333334,0.16179577705760798,0.2896252305607001,6.921388626098633
30,90.15208333333334,91.60833333333333,0.27246723520755767,0.23143564015626908,8.38314151763916,93.98541666666667,90.36666666666666,0.1610497021873792,0.29020522598425547,6.929869651794434
